Customer_Name,Days_Since_Last_Order,Total_Orders,Total_Lifetime_Value,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CRM_Segment,CRM_Priority
Kavya Barman,678,1,43572.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Charvi Gulati,311,1,43516.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Yasmin Raval,385,1,43510.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vivaan Bassi,625,1,43462.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Arhaan Dhillon,294,1,43457.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Indrajit Majumdar,398,1,43437.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Misha Setty,366,1,43432.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Trisha Kari,341,1,43412.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Lagan Som,555,1,43378.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Manjari Agarwal,560,1,43357.65,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Aarna Jhaveri,333,1,43338.95,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jivin Chauhan,716,1,43326.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ehsaan Dhillon,449,1,43259.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eshani Thaman,572,1,43242.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anya Ramachandran,416,1,43139.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Yasmin Chahal,467,1,43095.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dhruv Deo,550,1,43020.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Siya Dhillon,336,1,42935.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kashvi Tiwari,472,1,42844.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hunar Krishnan,418,1,42798.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hunar Varty,285,1,42597.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Pari Thaker,386,1,42439.65,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riaan Mall,426,1,42358.05,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hrishita Bajwa,366,1,42228.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Sumer Thakkar,463,1,42199.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Nakul Jani,319,1,42151.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Pari Kurian,596,1,42118.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kiaan Aggarwal,637,1,41990.85,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anahi Chakraborty,693,1,41768.1,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Biju Madan,375,1,41693.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jivin Grover,378,1,41684.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Adira Bansal,359,1,41674.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aaryahi Sagar,290,1,41604.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kiaan Virk,514,1,41542.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Dishani Das,298,1,41542.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Mannat Ramakrishnan,263,1,41517.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vaibhav Rattan,324,1,41459.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Darshit Tripathi,604,1,41301.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Saira Dubey,531,1,41292.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rasha Rana,441,1,41281.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Mamooty Dewan,600,1,41225.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vaibhav Sama,432,1,41202.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Saira Kant,671,1,41168.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nakul Zacharia,351,1,41126.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Piya Bhandari,497,1,41121.3,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sahil Bobal,642,1,41115.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ryan Raj,340,1,41099.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Manikya Kannan,610,1,41095.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Charvi Ganesh,549,1,41038.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Krish Kannan,519,1,41023.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Taran Kala,687,1,40959.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kimaya Brar,593,1,40881.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rohan Dayal,413,1,40814.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Advik Talwar,662,1,40803.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Heer Subramaniam,481,1,40764.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dhruv Garg,476,1,40736.95,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anahi Vig,648,1,40734.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nirvaan Talwar,414,1,40663.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Urvi Ganesh,454,1,40658.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Reyansh Aurora,502,1,40613.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Parinaaz Luthra,391,1,40468.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Urvi Babu,353,1,40378.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Nitara Char,479,1,40367.35,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eshani Kade,291,1,40352.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kavya Lanka,578,1,40338.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Madhav Jha,613,1,40320.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kismat Doshi,330,1,40312.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Advika Dave,372,1,40308.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Raghav Bhat,520,1,40284.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Uthkarsh Grewal,339,1,40274.7,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anay Divan,637,1,40267.65,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Inaaya  Cheema,711,1,40223.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tanya Barad,315,1,40089.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Alia Salvi,404,1,40048.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Gatik Choudhury,508,1,40041.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shayak Handa,514,1,39994.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nitya Soman,588,1,39927.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rasha Samra,542,1,39904.95,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anahita Dugal,430,1,39865.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Adira Dutta,572,1,39852.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sara Chanda,475,1,39789.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aarna Khare,636,1,39768.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Divij Kurian,361,1,39762.15,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Romil Ghose,296,1,39677.15,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dhruv Chakraborty,437,1,39654.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Chirag Ram,467,1,39627.35,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ahana  Choudhury,638,1,39605.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nayantara Sunder,616,1,39595.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Himmat Gaba,494,1,39576.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Dishani Ramaswamy,612,1,39541.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vedika Ramachandran,640,1,39523.3,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Jayan Shenoy,450,1,39461.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Biju Gupta,448,1,39330.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rasha Seshadri,296,1,39304.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shlok Gandhi,515,1,39185.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Badal Mand,730,1,39026.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Riya Magar,620,1,38993.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hrishita Dyal,413,1,38977.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Yashvi Dewan,551,1,38907.25,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Neysa Sachdeva,426,1,38902.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Indrajit Varma,498,1,38767.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Yasmin Johal,624,1,38752.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tanya Tak,259,1,38605.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Adah Tandon,306,1,38595.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riaan Kapadia,530,1,38484.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Mannat Ram,630,1,38377.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Badal Krish,727,1,38345.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Saira Roy,394,1,38343.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hansh Ray,516,1,38335.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Navya Chanda,644,1,38316.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vidur Din,625,1,38307.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Drishya Cheema,305,1,38281.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vritika Sant,256,1,38222.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vivaan Goyal,701,1,38159.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Saira Salvi,388,1,37990.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samiha Ray,290,1,37916.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Indranil Char,641,1,37840.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Zaina Bora,545,1,37821.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Saanvi Vasa,370,1,37815.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Adah Gokhale,335,1,37775.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Devansh Buch,261,1,37593.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Seher Chana,482,1,37356.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Oorja Gupta,456,1,37337.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ehsaan Aggarwal,695,1,37308.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anahita Jaggi,512,1,37210.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shaan Seth,595,1,37200.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Krish Ghosh,301,1,37192.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anahita Halder,249,1,37181.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Neelofar Karnik,726,1,37171.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vardaniya Barad,494,1,37144.05,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Samaira Vala,372,1,37080.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aarush Doshi,383,1,37044.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Diya Kala,265,1,37022.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Tiya Dhar,259,1,36987.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samar Bhalla,432,1,36970.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vanya Srinivasan,388,1,36825.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riya Dalal,311,1,36822.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Misha Goyal,358,1,36533.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jhanvi Subramaniam,279,1,36481.15,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hridaan Rout,581,1,36444.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shamik Acharya,556,1,36402.1,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Krish Ahuja,681,1,36391.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tanya Taneja,421,1,36378.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Pihu Chana,324,1,36324.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Abram Baral,351,1,36304.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Navya Taneja,309,1,36207.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ishaan Dewan,673,1,36146.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hansh Kurian,292,1,36038.25,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Tejas Ghose,252,1,36032.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shalv Bhattacharyya,286,1,35901.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jayant Atwal,345,1,35884.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vardaniya Hegde,362,1,35866.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Emir Bhatt,668,1,35834.95,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nishith Thaker,340,1,35762.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Krish Chada,306,1,35761.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Devansh Walia,392,1,35699.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ritvik Rana,413,1,35675.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ishaan Singhal,315,1,35658.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aradhya Sethi,506,1,35655.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Zeeshan Mandal,567,1,35613.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vihaan Bhatti,500,1,35560.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Faiyaz Borde,321,1,35556.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aarush Vig,347,1,35492.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Tejas Hayre,425,1,35492.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Gokul Maharaj,603,1,35484.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Jayesh Lall,303,1,35422.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vidur Zacharia,366,1,35421.7,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Sara Raval,569,1,35237.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ela Dua,534,1,35159.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anay Warrior,342,1,35115.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Abram Bhalla,486,1,35051.45,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Uthkarsh Bora,400,1,34996.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hunar Borra,420,1,34958.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aarna Doshi,621,1,34876.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sumer Ramachandran,464,1,34850.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samaira Chokshi,250,1,34807.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Parinaaz Swaminathan,393,1,34790.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Azad Issac,289,1,34729.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Madhup Bumb,392,1,34698.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Madhav Ramesh,578,1,34674.05,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Aarush Chakrabarti,479,1,34587.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jiya Chacko,420,1,34569.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Arhaan Varty,272,1,34538.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Arhaan Dalal,433,1,34488.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jayant Agate,537,1,34473.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anahi Balakrishnan,328,1,34451.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anaya Singh,613,1,34406.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anika Bansal,429,1,34350.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Akarsh Chacko,310,1,34273.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Renee Balakrishnan,275,1,34217.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shlok Barman,453,1,34173.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samiha Sabharwal,721,1,34171.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Fateh Tak,498,1,34143.65,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Parinaaz Dhingra,312,1,34130.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Charvi Desai,512,1,34074.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nirvaan Dhillon,310,1,33842.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Mamooty Chana,361,1,33841.05,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vaibhav Krishna,677,1,33779.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Fateh Shah,374,1,33717.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Myra Rout,619,1,33580.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Lakshay Lata,466,1,33515.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Umang Gola,506,1,33504.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shlok Dayal,523,1,33485.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Onkar Kohli,712,1,33468.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anvi Sarma,461,1,33460.25,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vardaniya Ramaswamy,544,1,33337.85,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Urvi Chad,480,1,33328.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Siya Subramaniam,416,1,33288.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Yuvaan Kumer,404,1,33273.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ishaan Golla,246,1,33261.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Zaina Bath,400,1,33241.45,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Emir Batta,262,1,33180.3,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Taimur Bala,488,1,33156.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vardaniya Sethi,412,1,33091.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Advik Chakrabarti,532,1,33011.55,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sahil Srinivasan,485,1,32989.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samarth Wali,408,1,32954.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riaan Deep,530,1,32944.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ishita Chowdhury,469,1,32903.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Tara Chaudhary,522,1,32888.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Taimur Bumb,718,1,32875.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kiara Shankar,589,1,32849.1,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Misha Batra,342,1,32734.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rania Raman,539,1,32720.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ranbir Singhal,498,1,32700.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Drishya Kalita,696,1,32638.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Jayant Yohannan,401,1,32588.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ayesha Wable,564,1,32572.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vedika Mani,410,1,32504.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hunar Sachdeva,341,1,32493.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Pihu Karpe,412,1,32413.05,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dishani Baral,489,1,32373.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Aarna Yadav,529,1,32339.1,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Dishani Ranganathan,315,1,32323.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Heer Korpal,704,1,32220.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Inaaya  Chandran,483,1,32192.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Romil Basak,527,1,32172.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Lagan Sridhar,527,1,32007.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vritika Iyer,295,1,31982.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Alia Wable,406,1,31920.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Bhamini Rout,642,1,31845.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hazel Kunda,247,1,31801.25,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dhanuk Kamdar,729,1,31787.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nitya Chatterjee,560,1,31776.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Divij Bhardwaj,662,1,31770.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ryan Bhalla,440,1,31722.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Devansh Kaul,503,1,31555.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Mamooty Kaul,580,1,31528.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Indrans Choudhary,721,1,31506.95,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Prerak Sawhney,427,1,31392.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Nehmat Bakshi,480,1,31383.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Trisha Bansal,548,1,31357.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Yasmin Baral,726,1,31347.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Dhruv Sule,669,1,31294.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Emir Vasa,576,1,31246.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Pihu Kari,505,1,31228.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kismat Kalita,435,1,31183.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Madhav Jani,361,1,31098.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ira Mane,547,1,30881.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kiaan Sur,591,1,30820.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tejas Dara,643,1,30800.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Inaaya  Borah,393,1,30788.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riaan Rajan,272,1,30752.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Miraya Amble,626,1,30735.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Purab Khalsa,463,1,30672.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Alisha Sankaran,515,1,30660.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Aarna Karnik,478,1,30637.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Taimur Krishnamurthy,622,1,30586.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ritvik Upadhyay,516,1,30570.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sana Raju,455,1,30552.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Oorja Varma,281,1,30527.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Himmat Tak,469,1,30517.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dhanuk Kakar,665,1,30495.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kanav Badal,571,1,30474.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Indrans Khurana,396,1,30457.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Madhup Ganesan,278,1,30371.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Neysa Sathe,420,1,30367.95,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Advika Bora,425,1,30166.3,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Tanya Mander,557,1,29922.55,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tejas Sha,302,1,29906.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Heer Saini,487,1,29835.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Badal Banik,389,1,29769.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aradhya Bhandari,250,1,29745.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ivana Thakkar,383,1,29727.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ranbir Ben,356,1,29727.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ryan Ben,266,1,29714.3,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Alisha Dugal,680,1,29643.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nakul Setty,349,1,29625.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anaya D’Alia,515,1,29541.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Piya Magar,628,1,29463.3,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nirvi Kunda,366,1,29422.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hansh Sankaran,693,1,29415.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tara Gill,522,1,29299.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rohan Sachar,468,1,29253.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anay Comar,569,1,29164.05,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nirvaan Chakraborty,693,1,29156.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hiran Agrawal,569,1,29130.35,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Badal Mangal,696,1,29124.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Saanvi Soman,524,1,29043.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Manjari Sachdev,689,1,29036.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ojas Bhalla,629,1,28857.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
